52	Son of Mr. and Mrs. John H. Gray, of Dongray, Alberta.	Fils de M. et Mme John H. Gray, de Dongray, Alberta.	22	15	Brockville	ON	/ww1/ww1418.jpg	27696	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1895-09-06 00:00:00.0		06	06		1		UN	15		UN	1	Army	Armée	FREDERICK WILLIAM	R. III. K. 12.	F W	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	09	09		2800.gif	1900	Private	Soldat	337	Canadian Infantry (Central Ontario Regiment)		54	454847	GRAY	20th Bn.	1895	1918	
53	Son of Alexander and Margaret Green, of Huntly, Scotland; husband of Isabella Buchan Green, of 963, Cloverdale Avenue, Victoria, British Columbia.	Fils de Alexander et Margaret Green, de Huntly, Écosse; époux de Isabella Buchan Green, de 963, Cloverdale Avenue, Victoria, Colombie-Britannique.	32	15		UN	/ww1/ww1418.jpg	27697	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1886-07-19 00:00:00.0		19	05					15			1	Army	Armée	ALEXANDER	S. II. Y. 16.	A	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	07	11		2800.gif	1900	Private	Soldat	502	The Fort Garry Horse		55	2147529	GREEN		1886	1918	
54	Son of Syrus and Mary Green, of Grand Bend, Ontario.	Fils de Syrus et Mary Green, de Grand Bend, Ontario.	19	15		UN	/ww1/ww1419.jpg	27698	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France				16					15			1	Army	Armée	ELTON SYRUS	R. II. K. 12.	E S	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>		09		2800.gif	1900	Private	Soldat	337	Canadian Infantry (Central Ontario Regiment)		56	225473	GREEN	102nd Bn.		1918	
55				15		UN	/ww1/ww1095.jpg	27699	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1897-01-07 00:00:00.0		07	29					15			1	Army	Armée	THOMAS	O. III. O. 3.	T	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	01	11		2800.gif	1900	Private	Soldat	192	Canadian Infantry (British Columbia Regiment)		57	129861	GREGORY	72nd Bn.	1897	1916	
56	Son of Margaret Robbins, of Sharon, Pennsylvania, U.S.A.	Fils de Margaret Robbins, de Sharon, Pennsylvania, É.-U.	41	187	New Philadelphia, Ohio	OT	/ww1/ww1420.jpg	27700	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1877-02-06 00:00:00.0		06	22		1		UN	15		UN	1	Army	Armée	WILLIAM JOSEPH	S. II. Z. 21.	W J	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	02	11		2800.gif	2075	Sapper	Sapeur	311	Canadian Railway Troops	Troupes ferroviaires canadiennes	58	141681	GRIFFITHS	1st Bn.	1877	1918	
57	Son of R. and Jemima Groves, of 116, Cotham Brow, Bristol, England; husband of the late Mary Groves, of Ontario, Canada.	Fils de R. et Jemima Groves, de 116, Cotham Brow, Bristol, Angleterre; époux de feu Mary Groves, de Ontario, Canada.	29	15		UN	/ww1/ww1248.jpg	27701	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1888-02-16 00:00:00.0		16	25					15			1	Army	Armée	ROBERT	P. V. H. 4B.	R	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	02	12		2800.gif	1878	Pioneer	Pionnier	308	Canadian Pioneers	Pionniers canadiens	59	724293	GROVES	124th Pioneer Bn.	1888	1917	
58	Son of Joseph William and Mary Ann Guylee, of Paris, Ontario. Native of Lincoln, England.	Fils de Joseph William et Mary Ann Guylee, de Paris, Ontario. Originaire de Lincoln, Angleterre.	18	187	Lincoln	OT	/ww1/ww1096.jpg	27702	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France				24		1		UN	15		UN	1	Army	Armée	SYDNEY ARTHUR	O. II. U. 3.	S A	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>		11		2800.gif	1900	Private	Soldat	1377	Canadian Infantry (Quebec Regiment)		60	164274	GUYLEE	73rd Bn.		1916	
59	Husband of Rachel Halfpenny, of Caledonia, Ontario.	Époux de Rachel Halfpenny, de Caledonia, Ontario.	40	15		UN	/ww1/ww1421.jpg	27703	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1878-06-30 00:00:00.0		30	29					15			1	Army	Armée	WILLIAM	S. II. E. 16.	W	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	06	09		2800.gif	1900	Private	Soldat	1164	Canadian Infantry (Manitoba Regiment)		61	739548	HALFPENNY	52nd Bn.	1878	1918	
60	Son of George and Sarah Hall, of Leeds, England; husband of Edith Houston Hall, of 17, Pembroke St., Toronto, Canada.	Fils de George et Sarah Hall, de Leeds, Angleterre; époux de Edith Houston Hall, de 17, Pembroke St., Toronto, Canada.	28	15		UN	/ww1/ww1249.jpg	27704	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1889-03-02 00:00:00.0		02	09					15			1	Army	Armée	ALFRED	P. III. L. 9B.	A	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	03	11		2800.gif	1900	Private	Soldat	337	Canadian Infantry (Central Ontario Regiment)		62	285195	HALL	4th Bn.	1889	1917	
61				15		UN	/ww1/ww1422.jpg	27705	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1898-09-05 00:00:00.0		05	19					15			1	Army	Armée	ROBERT	R. III. F. 6.	R	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	09	08		2800.gif	1900	Private	Soldat	1377	Canadian Infantry (Quebec Regiment)		63	1054681	HALL	14th Bn.	1898	1918	
62	Son of Smith D. Hamm; husband of Cora Hamm, of Narrows, Queen's Co., New Brunswick.	Fils de Smith D. Hamm; époux de Cora Hamm, de Narrows, comté de Queens, Nouveau-Brunswick.	28	15		UN	/ww1/ww1422.jpg	27706	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1890-08-10 00:00:00.0		10	02					15			1	Army	Armée	CHARLES HEDLEY	R. II. R. 4.	C H	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	08	09		2800.gif	1900	Private	Soldat	192	Canadian Infantry (British Columbia Regiment)		64	1030246	HAMM	72nd Bn.	1890	1918	
63	Son of Homer Hardacker, of Melanson, King's Co., Nova Scotia.	Fils de Homer Hardacker, de Melanson, comté de Kings, Nouvelle-Écosse.	20	15		UN	/ww1/ww1423.jpg	27707	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1898-03-02 00:00:00.0		02	12					15			1	Army	Armée	WILLIAM EVERETT	Q. V. E. 6.	W E	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	03	08		2800.gif	1900	Private	Soldat	1290	Canadian Infantry (Nova Scotia Regiment)		65	283139	HARDACKER	85th Bn.	1898	1918	
64	Son of James and Jane A. Harmsworth, of Brampton, Ontario.	Fils de James et Jane A. Harmsworth, de Brampton, Ontario.	21	15		UN	/ww1/ww1424.jpg	27708	0	2800	ST. SEVER CEMETERY EXTENSION (ROUEN)	ANNEXE DU CIMETIÈRE DE ST-SEVER (ROUEN)			2	France	France	1896-11-12 00:00:00.0		12	20					15			1	Army	Armée	HENRY EARL	R. II. L. 4.	H E	276	Seine-Maritime	<p>The St. Sever Cemetery and Extension (Rouen) is situated about 3 kilometres south of Rouen Cathedral and a short distance west of the road from Rouen to Elbeuf.  If travelling from Elbeuf or Caen on the N.138, follow Avenue Des Canadiens right down to the roundabout.  Then take the fourth exit into Rue Stanislas De Jardin, and the cemetery lies 150 metres on the left.  The CWGC signpost is located at the entrance of the cemetery.  The cemetery covers an area of 49,885 square metres.</p><p>The War Stone is on the boundary of the original Cemetery and the Extension, facing the City of Rouen War Memorial. The Cross is raised on a terrace on the further side of the Extension. The Chapel, cruciform and surmounted by a dome, is in the middle of the Extension.</p>	<p>Le cimetière et l'annexe de St-Sever (Rouen) sont situés à environ 3 kilomètres au sud de la cathédrale de Rouen et à quelque distance de la route allant de Rouen à Elbeuf, en direction ouest.  En venant d'Elbeuf  ou Caen sur la route N138, suivez l'avenue des Canadiens jusqu'au carrefour giratoire. Prenez la quatrième sortie pour vous rendre sur la rue Stanislas-de-Jardin, et le cimetière se trouve sur la gauche, à 150 mètres.  Le panneau de la Commission des sépultures de guerre du Commonwealth se trouve à l'entrée du cimetière.  Le cimetière a une superficie de 49 885 mètres carrés.</p><p>La pierre commémorative se trouve à la limite du vieux cimetière et de la nouvelle partie, en face du Monument aux morts de la ville de Rouen. La Croix se dresse sur une terrasse, du côté de la nouvelle partie. La chapelle, cruciforme et surmontée d'une coupole, se trouve au milieu de la nouvelle partie.</p>	11	08		2800.gif	1900	Private	Soldat	2467	5<sup>th</sup> Canadian Mounted Rifles (Quebec Regiment)	5<sup>th</sup> Canadian Mounted Rifles (régiment de Québec)	66	775961	HARMSWORTH		1896	1918	
